Sppcode	strComName	strSciName	MGCode	MGName	N MU Tight	N MU Expanded	HabMG_Ha (Tight)	HabMG_Ha (Expanded)	MacroGroup % Increase
bVERDx	Verdin	Auriparus flaviceps	M053	Great Plains Shortgrass Prairie	1	2	5,236,664.0	6,052,387.1	13
aPLSPx	Plains Spadefoot	Spea bombifrons	M888	Arid West Interior Freswater Marsh	2	3	37,920.7	37,920.7	0
aRISAx	Ringed Salamander	Ambystoma annulatum	M883	Appalachian-Central Interior-Northeastern Mesic Forest	1	6	1,986.3	1,986.3	0
bACWOx	Acorn Woodpecker	Melanerpes formicivorus	M076	Warm Desert Lowland Freshwater Marsh, Wet Meadow & Shrubland	1	2	72,966.2	138,021.3	47
bCCSPx	Clay-colored Sparrow	Spizella pallida	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	1	2	761,046.7	1,465,699.6	48
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M882	Central Midwest Mesic Forest	2	3	3,523,778.6	3,616,454.9	3
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M887	Western North American Temperate Cliff, Scree & Rock Vegetation	2	9	362,178.8	510,567.0	29
bHETHx	Hermit Thrush	Catharus guttatus	M032	Southern Coastal Plain Evergreen Hardwood-Conifer Swamp	5	5	783,029.0	783,029.0	0
bPHAIx	Phainopepla	Phainopepla nitens	10.A	Recently Disturbed or Modified	1	12	1,003.4	109,139.2	99
bWWCRx	White-winged Crossbill	Loxia leucoptera	M024	Vancouverian Lowland & Montane Forest	8	10	5,969,172.1	6,144,433.7	3
bWWCRx	White-winged Crossbill	Loxia leucoptera	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	2	2	1,529,209.6	1,702,120.0	10
bYWARx	Yellow Warbler	Dendroica petechia	M032	Southern Coastal Plain Evergreen Hardwood-Conifer Swamp	2	5	90,768.2	113,063.1	20
bYWARx	Yellow Warbler	Dendroica petechia	M053	Great Plains Shortgrass Prairie	1	2	76,757.9	7,642,351.6	99
mBPGOx	Baird's Pocket Gopher	Geomys breviceps	M053	Great Plains Shortgrass Prairie	2	2	2,747.3	2,747.3	0
bACWOx	Acorn Woodpecker	Melanerpes formicivorus	M023	Southern Vancouverian Montane-Foothill Forest	1	7	2,788,377.9	4,893,842.1	43
bACWOx	Acorn Woodpecker	Melanerpes formicivorus	M073	Vancouverian Lowland Marsh, Wet Meadow & Shrubland	2	6	103,890.5	121,246.1	14
bCCSPx	Clay-colored Sparrow	Spizella pallida	10.A	Recently Disturbed or Modified	10	12	2,637,418.3	3,094,773.7	15
bCCSPx	Clay-colored Sparrow	Spizella pallida	M086	Chihuahuan Desert Scrub	3	5	6,934,199.4	8,058,450.5	14
bCWWIx	Chuck-will's-widow	Caprimulgus carolinensis	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	14	19	6,138,913.2	6,665,635.7	8
bEAWPx	Eastern Wood-pewee	Contopus virens	M154	Southern Great Plains Floodplain Forest & Woodland	1	2	255,197.0	495,613.0	49
bEAWPx	Eastern Wood-pewee	Contopus virens	M502	Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland	17	19	17,277,752.3	17,867,351.7	3
bHETHx	Hermit Thrush	Catharus guttatus	M053	Great Plains Shortgrass Prairie	1	2	5,978,554.2	10,808,813.4	45
bVERDx	Verdin	Auriparus flaviceps	M052	Great Plains Sand Grassland & Shrubland	1	2	309,268.5	309,600.7	0
bWESJx	Western Scrub-jay	Aphelocoma californica	M076	Warm Desert Lowland Freshwater Marsh, Wet Meadow & Shrubland	2	2	134,577.9	134,577.9	0
bWITUi	Mexican Turkey	Meleagris gallopavo mexicana	M118	Intermountain Basins Cliff, Scree & Badlands Sparse Vegetation	1	6	6,743.4	6,743.4	0
bWWCRx	White-winged Crossbill	Loxia leucoptera	10.A	Recently Disturbed or Modified	1	12	9,443.6	1,594,149.4	99
bBOWAx	Bohemian Waxwing	Bombycilla garrulus	10.A	Recently Disturbed or Modified	1	12	25,218.0	169,687.6	85
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M009	Californian Forest & Woodland	6	9	3,308,295.3	5,285,588.9	37
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M092	North America Warm-Desert Xeric-Riparian Scrub	1	1	555,460.4	555,460.4	0
bOCWAx	Orange-crowned Warbler	Vermivora celata	M007	Longleaf Pine Woodland	6	20	2,084,531.6	5,624,070.1	63
bPIGRx	Pine Grosbeak	Pinicola enucleator	M496	West-Central North American Boreal Forest	2	2	2,529,422.0	2,529,422.0	0
bSBORx	Spot-breasted Oriole	Icterus pectoralis	10.A	Recently Disturbed or Modified	6	12	5,298.2	7,072.6	25
bSBORx	Spot-breasted Oriole	Icterus pectoralis	M007	Longleaf Pine Woodland	2	20	3,587.3	86,461.2	96
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M091	Warm Interior Chaparral	2	4	1,181,696.0	1,191,271.8	1
mNOSSx	Northern Short-tailed Shrew	Blarina brevicauda	8.A	Developed & Urban	3	4	19,561,278.8	20,377,622.1	4
mNOSSx	Northern Short-tailed Shrew	Blarina brevicauda	M496	West-Central North American Boreal Forest	2	2	2,529,422.0	2,529,422.0	0
mOCELx	Ocelot	Leopardus pardalis	10.A	Recently Disturbed or Modified	2	12	23,956.6	65,684.3	64
rYBSLx	Yellow-backed Spiny Lizard	Sceloporus uniformis	M169	Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland	2	5	1,568,271.0	2,352,824.5	33
aSZSAx	Southern Zigzag Salamander	Plethodon ventralis	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	1	28	484,802.6	1,053,697.5	54
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M087	Chihuahuan Semi-Desert Grassland	2	5	5,711,059.3	6,151,360.5	7
bOCWAx	Orange-crowned Warbler	Vermivora celata	M024	Vancouverian Lowland & Montane Forest	9	10	6,696,836.8	6,786,457.0	1
bOCWAx	Orange-crowned Warbler	Vermivora celata	M092	North America Warm-Desert Xeric-Riparian Scrub	1	1	304,699.1	304,699.1	0
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M009	Californian Forest & Woodland	4	9	1,232,852.4	4,906,376.6	75
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M094	Cool Interior Chaparral	2	2	75,221.4	75,221.4	0
mNOSSx	Northern Short-tailed Shrew	Blarina brevicauda	M049	Southern Rocky Mountain Montane Shrubland	1	2	2,442.2	2,442.2	0
mNOSSx	Northern Short-tailed Shrew	Blarina brevicauda	M069	Eastern North American Marsh, Wet Meadow & Shrubland	5	5	2,669,862.8	2,669,862.8	0
bCMWAx	Cape May Warbler	Dendroica tigrina	M057	Eastern North American Dune & Coastal Grassland	1	8	212.1	212.1	0
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M169	Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland	1	5	984,656.9	42,953,161.1	98
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M308	Southern Barrens & Glade	2	2	3,698.1	3,698.1	0
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M023	Southern Vancouverian Montane-Foothill Forest	6	7	5,250,842.2	5,799,931.5	9
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M024	Vancouverian Lowland & Montane Forest	1	10	737,128.7	842,610.0	13
mBOGOx	Botta's Pocket Gopher	Thomomys bottae	M052	Great Plains Sand Grassland & Shrubland	1	2	548,186.9	570,555.4	4
rFCSNx	Florida Crowned Snake	Tantilla relicta	10.A	Recently Disturbed or Modified	1	12	0.0	629,793.2	100
rFCSNx	Florida Crowned Snake	Tantilla relicta	M057	Eastern North American Dune & Coastal Grassland	2	8	3,146.0	3,147.8	0
bBBWAx	Bay-breasted Warbler	Dendroica castanea	M029	Central Hardwoods Floodplain Forest	1	9	27,334.3	44,332.6	38
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M029	Central Hardwoods Floodplain Forest	6	9	527,504.9	1,231,356.9	57
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M045	Californian Annual & Perennial Grassland	2	2	3,090,765.7	3,090,765.7	0
bEUCDx	Eurasian Collared-dove	Streptopelia decaocto	M057	Eastern North American Dune & Coastal Grassland	8	8	114,778.5	114,778.5	0
bOCWAx	Orange-crowned Warbler	Vermivora celata	M034	Rocky Mountain-Great Basin Montane Riparian Forest	4	6	706,878.3	709,829.9	0
bOCWAx	Orange-crowned Warbler	Vermivora celata	M169	Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland	2	5	10,540,353.8	15,418,930.1	32
bPIGRx	Pine Grosbeak	Pinicola enucleator	M034	Rocky Mountain-Great Basin Montane Riparian Forest	4	6	480,685.1	482,042.1	0
bPIGRx	Pine Grosbeak	Pinicola enucleator	M169	Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland	1	5	2,328,821.6	4,575,747.4	49
mBDSHx	Baird's Shrew	Sorex bairdi	10.A	Recently Disturbed or Modified	1	12	382,702.2	818,130.7	53
bYWARx	Yellow Warbler	Dendroica petechia	M876	North American Boreal & Sub-Boreal Acidic Bog & Fen	2	2	20,076.1	20,076.1	0
mBPGOx	Baird's Pocket Gopher	Geomys breviceps	7.B.2	Pasture & Hay Field Crop	1	1	5,948,421.1	5,948,421.1	0
mCRVOx	Creeping Vole	Microtus oregoni	M887	Western North American Temperate Cliff, Scree & Rock Vegetation	1	9	2,450.9	101,151.0	98
mFBBAx	Florida Bonneted Bat	Eumops floridanus	M617	Caribbean Swamp	3	3	200,899.7	200,899.7	0
aCSLSx	California Slender Salamander	Batrachoseps attenuatus	10.A	Recently Disturbed or Modified	1	12	56,852.1	95,768.6	41
aCSLSx	California Slender Salamander	Batrachoseps attenuatus	M073	Vancouverian Lowland Marsh, Wet Meadow & Shrubland	2	6	5,301.9	12,531.4	58
aKSSAx	Kiamichi Slimy Salamander	Plethodon kiamichi	M882	Central Midwest Mesic Forest	1	3	1,175.3	1,175.3	0
aPLSPx	Plains Spadefoot	Spea bombifrons	M013	Eastern North American Ruderal Forest	1	2	186,742.5	221,488.7	16
aRMSAx	Rich Mountain Salamander	Plethodon ouachitae	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	2	28	139,614.0	270,266.9	48
aSRBSx	Southern Red-backed Salamander	Plethodon serratus	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	9	28	5,312,096.3	6,711,300.6	21
bCCSPx	Clay-colored Sparrow	Spizella pallida	7.B.2	Pasture & Hay Field Crop	1	1	5,881,924.7	5,881,924.7	0
bCCSPx	Clay-colored Sparrow	Spizella pallida	M130	Tamaulipan Scrub & Grassland	4	6	1,309,068.3	1,614,234.5	19
bCCSPx	Clay-colored Sparrow	Spizella pallida	M154	Southern Great Plains Floodplain Forest & Woodland	1	2	64,842.6	64,842.6	0
bCWWIx	Chuck-will's-widow	Caprimulgus carolinensis	M130	Tamaulipan Scrub & Grassland	4	6	2,305,130.5	2,828,564.9	19
bEAWPx	Eastern Wood-pewee	Contopus virens	M882	Central Midwest Mesic Forest	3	3	3,924,734.8	4,306,746.8	9
bHETHx	Hermit Thrush	Catharus guttatus	M015	Edwards Plateau Forest & Woodland	3	4	4,582,718.4	4,898,562.8	6
bHETHx	Hermit Thrush	Catharus guttatus	M116	Great Plains Cliff, Scree & Rock Vegetation	1	2	26,779.2	42,665.2	37
bHETHx	Hermit Thrush	Catharus guttatus	M883	Appalachian-Central Interior-Northeastern Mesic Forest	6	6	12,859,301.5	14,762,650.8	13
aCSLSx	California Slender Salamander	Batrachoseps attenuatus	M023	Southern Vancouverian Montane-Foothill Forest	6	7	1,134,322.1	1,134,322.1	0
aCSLSx	California Slender Salamander	Batrachoseps attenuatus	M024	Vancouverian Lowland & Montane Forest	9	10	817,401.1	817,401.1	0
aKSSAx	Kiamichi Slimy Salamander	Plethodon kiamichi	M508	Central Interior Calcareous Scrub & Grassland	1	6	150.4	150.4	0
aKSSAx	Kiamichi Slimy Salamander	Plethodon kiamichi	M881	Eastern North American Riverscour Vegetation	1	2	132.2	132.2	0
aNZSAx	Northern Zigzag Salamander	Plethodon dorsalis	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	2	28	2,836,864.8	3,002,943.3	6
aPLSPx	Plains Spadefoot	Spea bombifrons	M076	Warm Desert Lowland Freshwater Marsh, Wet Meadow & Shrubland	1	2	4,196.3	84,472.9	95
bCCSPx	Clay-colored Sparrow	Spizella pallida	M158	Great Plains Comanchian scrub & Open Vegetation	1	1	1,057.1	1,057.1	0
bCCSPx	Clay-colored Sparrow	Spizella pallida	M512	North American Warm Desert Ruderal Scrub & Grassland	1	1	3,819,144.0	3,819,144.0	0
bEAWPx	Eastern Wood-pewee	Contopus virens	M013	Eastern North American Ruderal Forest	2	2	6,785,800.5	6,785,800.5	0
bEAWPx	Eastern Wood-pewee	Contopus virens	M161	Pond-cypress Basin Swamp	3	3	376,618.0	376,618.0	0
bEAWPx	Eastern Wood-pewee	Contopus virens	M508	Central Interior Calcareous Scrub & Grassland	1	6	83,944.4	285,986.1	71
bHETHx	Hermit Thrush	Catharus guttatus	M007	Longleaf Pine Woodland	10	20	2,202,687.7	5,993,810.3	63
bHETHx	Hermit Thrush	Catharus guttatus	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	13	28	14,721,653.1	29,821,197.2	51
bPHAIx	Phainopepla	Phainopepla nitens	M086	Chihuahuan Desert Scrub	2	5	151,546.1	260,069.5	42
bPHAIx	Phainopepla	Phainopepla nitens	M171	Great Basin-Intermountain Dry Shrubland & Grassland	1	7	1,213,503.7	1,563,576.3	22
bSHCOx	Shiny Cowbird	Molothrus bonariensis	7.B.2	Pasture & Hay Field Crop	1	1	5,551.4	5,551.4	0
bWWCRx	White-winged Crossbill	Loxia leucoptera	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	9	28	111,142.1	3,775,030.2	97
bYWARx	Yellow Warbler	Dendroica petechia	M300	North American Boreal Flooded & Rich Swamp	1	1	82,363.9	82,363.9	0
aSCSAx	Scott Bar Salamander	Plethodon asupak	M073	Vancouverian Lowland Marsh, Wet Meadow & Shrubland	2	6	0.4	54.4	99
bCOPAx	Common Pauraque	Nyctidromus albicollis	M130	Tamaulipan Scrub & Grassland	4	6	480,390.3	668,128.4	28
bCOREx	Common Redpoll	Carduelis flammea	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	1	2	782,537.0	1,678,418.4	53
bMAWAx	Magnolia Warbler	Dendroica magnolia	M061	Eastern North American Cool Temperate Seep	1	1	22.0	22.0	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M886	Southern Vancouverian Dry Foothill Forest	3	3	651,473.8	651,473.8	0
mJAGDc	Gulf Coast Jaguarundi	Puma yagouaroundi cacomitli	M130	Tamaulipan Scrub & Grassland	4	6	64,919.8	88,472.1	27
mJAGDc	Gulf Coast Jaguarundi	Puma yagouaroundi cacomitli	M154	Southern Great Plains Floodplain Forest & Woodland	1	2	16.9	16.9	0
mTXDEx	Texas Deermouse	Peromyscus attwateri	M010	Madrean Lowland Evergreen Woodland	2	3	6,606.0	6,606.0	0
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	7.B.2	Pasture & Hay Field Crop	1	1	28,907,905.1	28,907,905.1	0
bLCSPx	Le Conte's Sparrow	Ammodramus leconteii	M151	Great Plains Forest & Woodland	2	4	57,388.9	206,711.6	72
bLUHUx	Lucifer Hummingbird	Calothorax lucifer	M036	Interior Warm & Cool Desert Riparian Forest	1	7	6,141.6	8,841.8	31
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	12.A	Barren	1	3	57,586.9	229,965.3	75
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M010	Madrean Lowland Evergreen Woodland	3	3	2,872,113.9	2,872,113.9	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M033	Southern Coastal Plain Basin Swamp & Flatwoods	11	12	1,635,322.6	1,643,968.4	1
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M507	Laurentian-Acadian Calcareous Scrub & Grassland	1	1	6,136.8	6,136.8	0
mHITAx	Himalayan Tahr	Hemitragus jemlahicus	M887	Western North American Temperate Cliff, Scree & Rock Vegetation	1	9	78.8	78.9	0
bCOPAx	Common Pauraque	Nyctidromus albicollis	10.A	Recently Disturbed or Modified	6	12	65,470.6	160,094.6	59
bGWWAx	Golden-winged Warbler	Vermivora chrysoptera	7.B.2	Pasture & Hay Field Crop	1	1	12,168,249.4	12,168,249.4	0
bLCSPx	Le Conte's Sparrow	Ammodramus leconteii	7.B.1	Herbaceous Agricultural Vegetation	1	1	34,303,447.4	34,303,447.4	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M088	Mojave-Sonoran Semi-Desert Scrub	4	4	12,143,013.8	12,143,013.8	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M099	Rocky Mountain-Sierran Alpine Tundra	4	7	418,191.8	1,888,954.1	78
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M501	Central Rocky Mountain Dry Lower Montane-Foothill Forest	6	6	11,977,192.4	11,977,192.4	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	8	8	761,412.8	761,412.8	0
mHITAx	Himalayan Tahr	Hemitragus jemlahicus	M022	Southern Rocky Mountain Lower Montane Forest	3	4	13,441.3	13,441.3	0
aSYSAx	Siskiyou Mountains Salamander	Plethodon stormi	M887	Western North American Temperate Cliff, Scree & Rock Vegetation	3	9	377.9	381.8	1
bCBCHx	Chestnut-backed Chickadee	Poecile rufescens	M036	Interior Warm & Cool Desert Riparian Forest	3	7	242,083.6	242,083.6	0
bCBCHx	Chestnut-backed Chickadee	Poecile rufescens	M886	Southern Vancouverian Dry Foothill Forest	3	3	604,467.7	604,467.7	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M074	Western North American Vernal Pool	1	2	0.0	6.0	100
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M013	Eastern North American Ruderal Forest	1	2	422,369.8	4,538,778.5	91
aTCSAx	Tennessee Cave Salamander	Gyrinophilus palleucus	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	2	28	297,987.8	441,399.1	32
bGKISx	Great Kiskadee	Pitangus sulphuratus	M010	Madrean Lowland Evergreen Woodland	3	3	5,794.2	5,794.2	0
mTXDEx	Texas Deermouse	Peromyscus attwateri	M881	Eastern North American Riverscour Vegetation	1	2	28,190.6	28,190.6	0
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M032	Southern Coastal Plain Evergreen Hardwood-Conifer Swamp	1	5	960.4	960.4	0
bLUHUx	Lucifer Hummingbird	Calothorax lucifer	M088	Mojave-Sonoran Semi-Desert Scrub	3	4	229,810.7	229,810.7	0
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M063	North Pacific Bog & Fen	3	3	4,512.5	4,602.5	2
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M134	Caribbean Coastal Lowland Dry Forest	3	3	23,195.2	23,195.2	0
rSCARx	Scarletsnake	Cemophora coccinea	M013	Eastern North American Ruderal Forest	1	2	8,584.2	3,199,670.0	100
rYBKIx	Yellow-bellied Kingsnake	Lampropeltis calligaster	M015	Edwards Plateau Forest & Woodland	3	4	177,212.0	1,243,525.4	86
bCOYEx	Common Yellowthroat	Geothlypis trichas	7.B.1	Herbaceous Agricultural Vegetation	1	1	771,481.6	771,481.6	0
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M091	Warm Interior Chaparral	1	4	0.0	81.3	100
bSTFLx	Scissor-tailed Flycatcher	Tyrannus forficatus	M309	Southeastern Coastal Plain Patch Prairie	1	3	275,354.9	283,406.0	3
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M008	Southern Mesic Mixed Broadleaf Forest	8	8	2,651,285.8	2,651,335.2	0
mSAMBx	Sambar	Rusa unicolor	M305	Southeastern North American Ruderal Forest	3	8	5,081.6	5,081.6	0
bALHUx	Allen's Hummingbird	Selasphorus sasin	M058	Pacific Coastal Cliff & Bluff	1	1	43.7	43.7	0
bBBWOx	Black-backed Woodpecker	Picoides arcticus	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	2	2	1,353,439.1	1,353,439.1	0
bCOYEx	Common Yellowthroat	Geothlypis trichas	M067	Atlantic & Gulf Coastal Plain Wet Prairie & Marsh	11	11	680,611.5	680,611.5	0
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M008	Southern Mesic Mixed Broadleaf Forest	8	8	2,915,278.8	2,987,035.1	2
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M158	Great Plains Comanchian scrub & Open Vegetation	1	1	1,710,014.8	1,710,014.8	0
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M028	Great Plains Floodplain Forest	3	5	247,448.2	269,558.5	8
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M094	Cool Interior Chaparral	1	2	43,170.6	43,170.6	0
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M171	Great Basin-Intermountain Dry Shrubland & Grassland	3	7	1,249,137.7	1,333,025.7	6
bSTFLx	Scissor-tailed Flycatcher	Tyrannus forficatus	M028	Great Plains Floodplain Forest	3	5	1,034,664.8	1,034,664.8	0
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	7.B.1	Herbaceous Agricultural Vegetation	1	1	29,883,521.9	29,883,521.9	0
aMXTRx	Mexican Treefrog	Smilisca baudinii	M036	Interior Warm & Cool Desert Riparian Forest	2	7	29,881.4	29,915.6	0
bCOYEx	Common Yellowthroat	Geothlypis trichas	M305	Southeastern North American Ruderal Forest	8	8	14,114,116.1	14,449,504.6	2
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M086	Chihuahuan Desert Scrub	5	5	9,721,813.4	9,721,813.4	0
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M093	Great Basin Saltbush Scrub	3	3	9,002,688.7	9,002,688.7	0
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M116	Great Plains Cliff, Scree & Rock Vegetation	2	2	15,807.7	20,295.1	22
mACSHx	Arctic Shrew	Sorex arcticus	M028	Great Plains Floodplain Forest	4	5	245,141.6	245,141.6	0
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M067	Atlantic & Gulf Coastal Plain Wet Prairie & Marsh	8	11	668,054.3	682,475.9	2
mPASHp	Pacific Shrew (pacificus)	Sorex pacificus pacificus	M036	Interior Warm & Cool Desert Riparian Forest	2	7	9,804.9	9,804.9	0
rGRANx	Green Anole	Anolis carolinensis	M309	Southeastern Coastal Plain Patch Prairie	1	3	303,291.3	317,377.7	4
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M028	Great Plains Floodplain Forest	5	5	1,183,310.2	1,650,795.0	28
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	2	2	654,940.8	1,240,514.5	47
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M022	Southern Rocky Mountain Lower Montane Forest	3	4	82,922.9	82,922.9	0
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M059	Pacific Coastal Beach & Dune	1	3	24,649.8	25,375.2	3
bSTFLx	Scissor-tailed Flycatcher	Tyrannus forficatus	M171	Great Basin-Intermountain Dry Shrubland & Grassland	1	7	253.0	93,060.6	100
bBBWOx	Black-backed Woodpecker	Picoides arcticus	M022	Southern Rocky Mountain Lower Montane Forest	3	4	3,320.6	3,320.6	0
bCOYEx	Common Yellowthroat	Geothlypis trichas	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	1	2	918,422.6	1,702,121.0	46
bRCKIx	Ruby-crowned Kinglet	Regulus calendula	M091	Warm Interior Chaparral	4	4	1,192,649.8	1,192,649.8	0
bSTFLx	Scissor-tailed Flycatcher	Tyrannus forficatus	7.B.1	Herbaceous Agricultural Vegetation	1	1	23,545,478.0	23,545,478.0	0
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M700	Caribbean-Mesoamerican Coastal Dune & Beach Vegetation	2	3	4,048.7	4,201.7	4
mNOMYx	Northern Myotis	Myotis septentrionalis	8.B	Quarries, Mines, Gravel Pits and Oil Wells	1	1	79,977.0	79,977.0	0
mNOMYx	Northern Myotis	Myotis septentrionalis	M008	Southern Mesic Mixed Broadleaf Forest	7	8	1,302,014.3	1,302,063.8	0
bCOYEx	Common Yellowthroat	Geothlypis trichas	M008	Southern Mesic Mixed Broadleaf Forest	8	8	1,234,256.6	2,941,166.4	58
bTRPAx	Tropical Parula	Parula pitiayumi	M036	Interior Warm & Cool Desert Riparian Forest	2	7	54,939.1	54,939.1	0
bBHGRx	Black-headed Grosbeak	Pheucticus melanocephalus	M500	Central Rocky Mountain Mesic Lower Montane Forest	1	3	89,452.5	2,574,905.3	97
bEWCSx	White-crowned Sparrow	Zonotrichia leucophrys	M031	Southern Coastal Plain Floodplain Forest	2	22	3,224,857.4	10,480,776.1	69
bFICRx	Fish Crow	Corvus ossifragus	M710	Caribbean Freshwater Marsh, Wet Meadow & Shrubland	3	3	786,479.6	786,479.6	0
rMHNSx	Mexican Hog-nosed Snake	Heterodon kennerlyi	M087	Chihuahuan Semi-Desert Grassland	5	5	3,801,874.9	3,801,874.9	0
bFICRx	Fish Crow	Corvus ossifragus	M506	Eastern North American Grassland & Shrubland	1	7	12.5	1,790.6	99
rMHNSx	Mexican Hog-nosed Snake	Heterodon kennerlyi	M117	North American Warm Semi-Desert Cliff, Scree & Rock Vegetation	2	4	33,344.4	103,076.3	68
